crop_name,temperature,rainfall,soil_ph,market_demand
Rice,21,249,6.1,1
Sorghum,10,284,5.2,8
Wheat,20,174,6.3,8
Cotton,39,151,5.8,3
Millet,10,66,7.3,4
Wheat,11,146,5.5,1
Soybean,17,214,5.7,7
Peanut,14,91,7.4,7
Soybean,15,70,7.5,8
Wheat,10,62,5.7,3
Peanut,11,170,7.2,7
Wheat,23,176,6.2,9
Maize,32,196,5.7,3
Millet,27,201,5.3,6
Sorghum,21,252,6.5,5
Wheat,25,269,5.8,7
Wheat,20,183,6.2,7
Soybean,12,183,7.2,6
Wheat,10,133,5.7,6
Rice,35,292,6.7,8
Sugarcane,29,236,5.9,2
Wheat,11,166,5.1,7
Wheat,10,246,7.4,4
Wheat,38,189,6.2,3
Cotton,19,250,6.0,2
Rice,31,77,7.0,4
Wheat,36,241,6.9,8
Maize,20,194,5.6,1
Millet,18,271,5.9,9
Soybean,36,68,6.2,4
Maize,27,196,5.2,9
Wheat,28,55,6.0,9
Sorghum,35,190,6.4,8
Peanut,21,64,5.4,4
Peanut,27,67,6.0,2
Peanut,17,196,6.2,4
Sugarcane,15,91,6.3,6
Rice,39,148,5.3,2
Rice,25,225,7.0,9
Cotton,12,86,6.4,4
Peanut,33,281,6.6,3
Peanut,19,249,5.2,8
Cotton,29,110,5.1,5
Rice,12,225,6.8,1
Millet,27,55,6.8,6
Cotton,19,194,5.7,6
Maize,26,180,5.6,5
Sorghum,28,95,5.1,3
Barley,35,79,5.8,1
Maize,20,51,5.8,5
Wheat,22,268,6.8,6
Sorghum,32,144,6.7,6
Wheat,38,90,6.1,8
Soybean,16,226,6.4,3
Barley,24,160,6.1,2
Barley,11,113,5.8,5
Millet,22,121,6.8,5
Barley,19,294,7.0,8
Soybean,21,163,6.8,5
Soybean,25,282,6.1,4
Wheat,20,241,7.5,1
Sorghum,24,256,5.4,4
Peanut,19,86,7.3,5
Millet,22,56,5.9,2
Sorghum,23,199,7.2,9
Rice,27,107,7.3,4
Maize,30,273,5.3,1
Cotton,15,200,6.4,8
Maize,13,228,6.1,7
Sugarcane,29,113,6.5,2
Sorghum,31,266,6.6,1
Sugarcane,10,206,6.4,9
Millet,13,273,5.9,1
Millet,33,248,7.0,8
Millet,37,214,5.9,4
Sorghum,29,122,5.1,6
Rice,22,282,5.5,9
Millet,23,199,6.3,3
Sugarcane,15,152,5.7,9
Soybean,35,77,6.7,9
Maize,31,127,6.9,6
Barley,39,85,7.2,3
Soybean,34,278,6.0,3
Rice,33,83,6.1,5
Barley,39,153,6.7,9
Wheat,18,69,5.1,8
Wheat,26,81,5.7,9
Rice,22,264,6.6,7
Soybean,36,65,7.3,7
Rice,33,213,7.1,5
Rice,17,240,7.1,8
Rice,27,265,7.2,7
Sorghum,28,164,7.2,9
Peanut,35,104,7.1,5
Wheat,36,240,6.8,7
Wheat,32,116,5.4,6
Sorghum,36,261,6.7,6
Millet,28,272,5.9,9
Wheat,12,150,7.1,2
Wheat,18,160,7.0,4
Millet,16,275,5.1,9
Barley,25,111,5.0,7
Peanut,29,116,5.1,2
Wheat,20,213,6.7,7
Barley,27,218,5.6,9
Wheat,12,145,6.7,7
Maize,32,255,6.3,9
Sugarcane,39,220,7.4,2
Millet,24,250,6.3,4
Cotton,18,218,6.7,8
Cotton,32,145,5.2,7
Rice,23,151,6.6,3
Millet,37,250,6.5,6
Soybean,31,270,5.8,5
Sugarcane,15,66,7.2,8
Millet,22,214,5.8,8
Soybean,18,234,5.7,8
Millet,24,57,6.7,3
Rice,27,101,5.9,3
Millet,18,235,7.4,4
Peanut,26,138,6.9,7
Wheat,39,89,5.5,1
Sugarcane,11,134,7.2,6
Sorghum,14,87,6.1,3
Cotton,26,239,6.1,9
Rice,29,86,5.7,4
Sugarcane,10,226,7.3,5
Barley,16,135,6.3,4
Maize,30,279,5.7,9
Maize,31,198,7.1,3
Barley,30,237,7.3,2
Sorghum,35,154,6.2,8
Soybean,19,295,5.1,9
Barley,24,127,6.3,5
Barley,13,108,5.1,4
Sugarcane,17,277,5.9,9
Peanut,22,141,6.8,4
Sorghum,12,191,7.5,4
Sugarcane,19,183,6.4,9
Rice,13,87,6.3,6
Wheat,33,287,5.9,5
Rice,25,175,6.4,5
Cotton,31,187,5.4,8
Wheat,12,245,6.9,8
Sugarcane,16,287,6.7,7
Sorghum,25,66,7.3,1
Sugarcane,32,99,7.5,7
Soybean,31,267,6.2,8
Sorghum,24,198,7.2,2
Soybean,27,200,5.1,6
Millet,27,237,5.4,5
Rice,17,176,5.2,3
Maize,17,200,7.1,8
Soybean,36,97,5.4,7
Soybean,22,299,7.1,2
Sugarcane,35,176,6.4,5
Sorghum,32,217,6.5,6
Sugarcane,26,260,6.9,2
Maize,16,119,5.9,8
Soybean,22,173,6.9,6
Peanut,29,258,5.6,6
Soybean,23,182,6.2,8
Barley,33,71,5.7,8
Wheat,13,184,6.9,2
Barley,19,209,6.5,7
Sugarcane,39,98,6.2,9
Cotton,11,62,6.0,6
Wheat,24,189,6.1,6
Soybean,10,117,6.4,7
Rice,32,291,5.5,8
Barley,18,67,5.6,7
Peanut,34,215,5.7,4
Maize,33,207,7.1,5
Millet,27,121,7.5,9
Maize,24,261,5.2,1
Rice,14,178,7.4,5
Millet,37,215,6.2,3
Barley,19,170,6.6,1
Maize,37,81,6.0,3
Soybean,23,136,5.7,5
Maize,32,73,5.5,6
Sugarcane,18,128,5.5,4
Peanut,15,218,5.8,1
Millet,19,223,6.9,9
Rice,13,165,6.4,3
Rice,35,211,7.5,6
Cotton,33,254,5.1,2
Rice,37,181,5.1,3
Sugarcane,38,198,7.1,3
Cotton,27,293,7.3,4
Sugarcane,16,279,7.2,7
Peanut,10,294,5.0,8
Sugarcane,28,101,5.8,8
Millet,27,255,6.7,1
Sorghum,11,62,5.8,1
Peanut,16,70,6.3,5
Sugarcane,17,62,5.8,5
Millet,15,160,6.7,2
Rice,21,188,6.3,7
Barley,27,264,7.1,6
Millet,11,254,5.3,4
Soybean,37,210,6.4,9
Maize,30,299,7.1,4
Peanut,29,54,5.6,2
Soybean,38,177,7.4,9
Wheat,39,240,7.3,4
Rice,10,218,5.2,5
Barley,23,95,5.1,4
Millet,31,116,7.0,9
Barley,20,218,6.4,7
Wheat,12,202,7.5,7
Millet,29,229,6.4,7
Sorghum,26,288,5.1,1
Rice,15,246,6.7,4
Peanut,34,86,6.1,2
Wheat,34,199,7.3,5
Peanut,34,213,5.7,2
Millet,35,95,6.1,9
Maize,25,143,5.0,2
Sugarcane,10,119,5.5,4
Maize,27,264,5.8,8
Peanut,31,120,6.5,5
Soybean,21,126,5.2,1
Sugarcane,35,237,5.7,9
Cotton,26,192,7.2,2
Wheat,23,120,7.5,6
Maize,29,267,7.2,9
Peanut,20,115,6.7,7
Wheat,12,193,6.6,9
Sorghum,24,110,6.6,1
Maize,30,113,5.5,9
Sorghum,38,160,6.2,2
Soybean,37,141,5.9,3
Wheat,28,242,5.7,6
Sugarcane,29,88,7.2,7
Barley,19,285,5.7,6
Barley,12,120,5.9,8
Soybean,39,275,5.7,7
Sugarcane,36,193,5.7,5
Sugarcane,35,281,7.2,1
Wheat,20,252,5.6,4
Barley,21,148,7.1,3
Maize,26,118,5.6,7
Barley,36,112,6.7,9
Sorghum,15,230,5.6,2
Soybean,17,272,5.0,2
Sorghum,30,260,7.4,7
Soybean,20,117,7.1,9
Peanut,34,53,7.4,4
Maize,19,129,6.1,2
Barley,11,93,6.0,8
Sorghum,16,56,5.7,8
Millet,39,184,5.5,4
Barley,29,174,6.2,9
Peanut,13,199,6.9,7
Maize,24,232,6.0,2
Cotton,18,185,5.9,2
Rice,33,86,5.0,6
Sorghum,36,189,7.3,9
Sorghum,35,60,6.0,1
Maize,14,198,6.0,5
Barley,22,258,7.4,3
Sugarcane,16,251,6.3,8
Millet,17,225,6.9,5
Wheat,10,231,5.2,5
Sugarcane,24,250,7.5,6
Peanut,25,288,5.0,4
Wheat,14,264,6.4,7
Wheat,11,149,6.5,4
Sorghum,26,293,6.4,2
Maize,11,256,7.5,6
Rice,11,227,7.4,3
Maize,33,131,5.6,2
Sugarcane,29,82,6.4,2
Cotton,24,200,7.5,7
Cotton,16,92,5.7,6
Soybean,16,104,6.0,3
Sorghum,12,271,6.4,9
Rice,38,253,5.3,3
Peanut,14,70,7.4,4
Peanut,29,74,6.0,5
Rice,16,194,6.8,6
Maize,10,120,5.8,1
Sugarcane,20,132,7.4,8
Cotton,38,238,6.6,1
Peanut,34,164,6.6,4
Barley,28,87,5.3,7
Cotton,34,196,5.8,7
Millet,32,273,6.1,6
Peanut,21,198,6.7,1
Maize,25,130,6.6,6
Wheat,29,150,6.3,1
Maize,37,229,7.2,3
Sorghum,16,279,7.1,1
Cotton,30,96,7.2,2
Sorghum,35,100,6.3,8
Millet,36,238,6.7,4
Cotton,37,197,7.4,2
Cotton,35,239,7.1,5
Soybean,34,266,6.2,4
Peanut,35,241,5.0,2
Rice,29,56,7.1,8
Soybean,37,247,7.3,6
Wheat,10,282,7.5,5
Peanut,28,65,5.6,2
Soybean,20,213,6.7,1
Soybean,15,92,6.8,7
Millet,27,274,5.0,5
Sugarcane,15,90,5.8,4
Sorghum,12,107,6.6,8
Millet,12,115,7.2,1
Soybean,35,260,5.5,6
Millet,37,205,5.2,6
Barley,31,174,5.2,8
Rice,13,53,5.3,7
Sorghum,11,103,6.8,4
Maize,37,109,7.4,6
Soybean,30,223,5.4,1
Cotton,26,278,6.9,9
Sorghum,17,256,6.0,7
Sugarcane,27,217,5.7,2
Millet,18,174,7.1,6
Wheat,23,217,5.3,9
Cotton,15,209,7.0,3
Rice,31,104,5.9,8
Sugarcane,29,111,6.5,1
Wheat,33,262,6.9,1
Sugarcane,27,223,6.7,3
Soybean,10,297,5.1,8
Barley,31,162,6.5,4
Maize,36,131,6.9,7
Rice,27,228,6.2,9
Millet,23,107,6.3,7
Wheat,21,59,7.2,2
Wheat,20,172,7.3,9
Sugarcane,31,79,6.3,9
Maize,34,192,5.4,4
Sorghum,28,51,5.1,6
Sorghum,38,204,6.0,7
Maize,36,232,6.2,8
Barley,20,230,6.5,3
Soybean,33,126,6.8,2
Wheat,24,55,7.4,3
Cotton,31,184,6.7,6
Barley,10,54,7.0,5
Millet,15,168,5.6,4
Barley,14,197,7.3,9
Millet,14,270,6.7,4
Maize,32,196,6.4,1
Cotton,19,55,6.5,3
Maize,32,128,7.2,4
Barley,14,194,5.5,6
Soybean,20,270,6.2,4
Sugarcane,29,116,7.5,4
Sugarcane,31,157,5.9,5
Rice,13,289,7.0,7
Peanut,16,103,5.4,7
Cotton,13,75,5.4,1
Wheat,31,239,5.8,1
Maize,38,172,5.8,8
Maize,34,215,6.9,1
Rice,17,133,7.2,1
Cotton,29,151,5.4,8
Maize,21,192,5.1,5
Cotton,38,181,6.5,2
Millet,28,273,5.5,6
Maize,22,198,5.4,7
Millet,13,187,6.3,9
Cotton,34,266,6.5,9
Millet,29,58,6.8,4
Sorghum,14,147,6.8,8
Wheat,28,185,6.5,4
Wheat,17,226,6.6,4
Sorghum,30,151,6.2,6
Sugarcane,18,186,6.5,2
Barley,36,163,5.7,5
Barley,17,65,7.1,3
Sugarcane,27,103,5.9,9
Sorghum,16,186,5.2,8
Rice,23,292,7.1,7
Sorghum,26,103,7.3,5
Peanut,38,144,6.0,4
Peanut,17,200,5.2,4
Sugarcane,32,289,6.8,7
Peanut,10,248,6.2,1
Barley,35,124,6.8,5
Sugarcane,28,151,5.1,7
Peanut,26,190,6.7,1
Maize,34,194,6.2,2
Cotton,38,186,6.7,7
Sugarcane,25,111,6.0,8
Barley,39,93,7.4,4
Wheat,14,296,7.4,9
Millet,38,212,7.2,7
Barley,27,127,7.1,6
Wheat,33,208,5.1,5
Sugarcane,23,203,6.8,2
Wheat,20,250,6.8,5
Sorghum,30,211,7.1,5
Maize,24,212,7.3,5
Millet,12,114,6.5,4
Sorghum,18,268,6.0,1
Cotton,35,90,7.3,8
Millet,30,53,6.0,2
Wheat,27,186,6.6,3
Wheat,16,249,6.5,4
Wheat,21,94,5.4,2
Cotton,20,61,5.4,3
Sorghum,17,190,5.3,4
Rice,29,172,6.5,3
Sugarcane,13,268,7.3,4
Barley,16,204,6.5,5
Maize,12,202,6.3,3
Maize,24,150,5.5,2
Cotton,12,220,6.0,4
Rice,14,269,5.9,5
Maize,28,171,7.2,2
Cotton,10,268,6.2,5
Soybean,11,130,5.7,6
Sorghum,31,114,7.3,8
Rice,23,83,5.2,1
Sugarcane,13,75,6.4,1
Wheat,31,95,5.1,2
Barley,28,145,6.9,2
Rice,33,221,6.8,8
Cotton,25,174,6.1,9
Barley,18,112,6.0,1
Sugarcane,36,163,5.5,6
Barley,31,99,6.4,7
Cotton,30,223,7.0,6
Barley,34,77,7.2,3
Peanut,13,179,6.0,6
Barley,25,85,5.0,1
Peanut,17,250,5.4,2
Wheat,27,74,7.2,9
Sugarcane,21,120,5.3,9
Millet,24,179,6.9,6
Rice,11,194,5.8,2
Cotton,12,239,6.7,6
Millet,25,200,6.3,9
Soybean,34,201,6.5,9
Rice,32,115,5.3,2
Wheat,20,296,7.2,2
Barley,18,139,6.0,5
Peanut,26,183,5.3,2
Soybean,19,201,5.6,1
Millet,13,263,6.5,2
Peanut,10,147,5.3,5
Peanut,29,149,7.4,5
Rice,25,298,5.8,8
Barley,34,92,7.2,1
Barley,25,70,6.4,7
Soybean,14,51,7.3,6
Barley,15,197,5.2,3
Maize,37,102,5.0,7
Rice,21,204,6.5,9
Rice,10,121,5.1,9
Maize,33,165,7.2,8
Peanut,16,221,5.9,7
Sugarcane,24,283,5.4,8
Millet,25,64,5.8,7
Millet,22,113,7.2,8
Barley,33,253,6.0,5
Cotton,33,291,7.1,2
Soybean,31,208,7.3,5
Millet,11,158,5.4,6
Maize,32,281,5.1,4
Rice,10,248,6.6,5
Barley,10,59,5.1,9
Peanut,32,207,6.0,2
Rice,26,183,7.5,9
Cotton,18,128,5.8,9
Rice,30,261,6.1,7
Soybean,13,274,6.5,7
Wheat,30,205,7.1,4
Millet,34,267,5.4,1
Sorghum,35,208,7.3,5
Rice,17,210,5.0,3
Millet,31,261,7.5,4
Barley,13,197,6.7,5
Sugarcane,10,262,6.5,7
Soybean,34,126,7.2,9
Peanut,16,296,5.7,3
Millet,28,121,7.1,1
Wheat,33,194,6.0,5
Peanut,24,253,6.0,6
Sugarcane,19,93,6.6,4
Soybean,30,150,5.1,4
Soybean,32,232,7.1,4
Cotton,19,247,6.6,5
Cotton,28,53,5.8,6
Sugarcane,14,238,5.3,1
Barley,27,82,6.6,3
Millet,15,216,5.2,8
Millet,28,65,6.0,5
Maize,21,151,6.4,8
Rice,23,157,7.5,5
Cotton,12,285,6.9,3
Cotton,34,250,7.5,5
Barley,15,162,7.0,7
Peanut,23,137,5.8,3
Wheat,35,160,6.7,1
Peanut,35,247,6.2,2
Cotton,17,81,5.1,4
Cotton,36,227,5.7,9
Barley,31,53,5.5,7
Cotton,37,144,5.2,5
Peanut,12,210,6.4,2
Soybean,19,194,5.9,1
Millet,35,174,5.0,3
Soybean,31,147,6.7,9
Cotton,39,86,7.0,5
Rice,33,260,5.9,6
Peanut,33,217,6.4,2
Maize,14,290,5.1,1
Peanut,33,212,5.9,8
Barley,27,233,5.7,7
Soybean,36,206,5.8,7
Cotton,37,183,5.8,7
Sugarcane,11,64,6.6,5
Sorghum,19,207,5.9,4
Millet,36,208,5.7,3
Soybean,31,56,6.5,1
Millet,30,60,7.3,7
Rice,36,77,6.4,8
Sorghum,11,289,5.2,6
Millet,34,293,5.6,8
Soybean,36,96,6.6,3
Wheat,25,148,6.0,7
Soybean,32,123,6.2,8
Sorghum,34,134,6.5,4
Barley,19,284,6.1,3
Rice,12,232,5.1,1
Sugarcane,10,234,6.0,3
Soybean,16,79,5.2,3
Wheat,15,254,6.1,5
Maize,25,222,6.7,8
Soybean,21,274,6.3,1
Rice,19,167,5.8,8
Soybean,21,241,7.4,7
Barley,19,182,6.3,9
Rice,28,112,7.3,9
Cotton,17,286,7.0,1
Millet,17,177,5.9,2
Wheat,20,161,5.1,2
Wheat,14,245,5.9,7
Millet,17,112,6.2,8
Peanut,34,201,6.0,6
Millet,24,202,5.1,9
Peanut,18,257,5.6,8
Sugarcane,16,279,5.0,8
Maize,24,140,7.2,7
Cotton,22,80,6.1,2
Millet,22,291,6.6,7
Barley,25,253,6.3,1
Rice,13,248,7.0,8
Wheat,22,249,6.1,9
Peanut,36,90,7.2,8
Maize,22,232,5.7,3
Cotton,15,138,5.9,4
Barley,34,112,6.6,7
Peanut,32,110,5.9,4
Wheat,39,81,5.7,7
Barley,16,233,7.4,4
Wheat,37,97,7.1,7
Sorghum,28,123,6.7,4
Wheat,11,180,6.2,1
Cotton,38,236,7.3,3
Cotton,27,168,7.1,8
Sugarcane,21,256,7.4,4
Cotton,27,56,5.4,2
Sugarcane,26,194,7.3,1
Peanut,36,153,5.6,1
Sugarcane,31,230,5.2,7
Rice,25,198,7.0,6
Wheat,32,270,7.1,4
Cotton,28,253,5.7,4
Peanut,27,198,7.5,6
Rice,28,293,6.2,1
Rice,30,200,6.0,2
Peanut,17,198,5.6,5
Sugarcane,37,190,6.1,5
Maize,39,299,6.4,6
Millet,30,68,5.1,8
Millet,12,272,6.5,6
Cotton,27,191,6.2,1
Sugarcane,31,108,5.6,2
Rice,19,199,6.3,9
Peanut,18,53,5.8,3
Soybean,31,134,6.4,7
Sugarcane,22,52,5.5,7
Wheat,35,182,6.4,2
Soybean,32,156,5.7,3
Wheat,34,170,6.8,3
Wheat,14,177,7.5,5
Wheat,30,120,5.6,5
Cotton,10,191,7.1,1
Peanut,12,230,5.4,3
Sorghum,28,202,5.8,1
Wheat,17,73,6.1,3
Soybean,23,84,6.2,3
Barley,29,255,5.2,6
Cotton,26,243,6.7,2
Sorghum,19,299,6.3,5
Soybean,25,160,7.5,9
Rice,27,278,6.7,8
Sorghum,34,293,7.4,1
Cotton,31,125,5.9,2
Millet,18,245,7.4,6
Millet,20,267,7.3,7
Maize,35,161,7.4,9
Cotton,33,121,5.6,8
Sorghum,16,71,6.7,7
Rice,15,193,7.3,7
Peanut,34,154,5.1,8
Sugarcane,34,61,6.5,6
Peanut,23,275,6.0,7
Barley,23,166,6.1,6
Peanut,13,105,6.0,6
Barley,20,59,6.0,6
Barley,17,173,6.4,3
Cotton,24,115,6.6,1
Cotton,31,220,7.2,1
Barley,29,129,5.5,4
Millet,28,99,7.1,6
Maize,25,194,6.0,2
Barley,37,105,7.3,1
Peanut,37,165,5.5,6
Barley,21,137,7.3,3
Peanut,21,77,6.9,7
Sugarcane,14,192,5.1,4
Rice,34,147,5.9,9
Rice,33,174,5.8,7
Soybean,35,192,5.2,5
Wheat,29,86,5.1,7
Millet,37,229,5.6,6
Sugarcane,20,137,5.9,8
Maize,35,217,5.6,9
Cotton,14,166,6.4,7
Barley,38,138,5.8,9
Cotton,36,142,5.8,6
Cotton,12,259,7.4,7
Soybean,13,164,5.3,2
Peanut,34,199,6.2,3
Barley,36,153,7.4,8
Cotton,11,165,7.1,6
Cotton,23,290,5.1,2
Soybean,17,215,6.2,2
Peanut,28,214,6.9,7
Rice,19,161,5.2,1
Cotton,33,151,5.9,9
Wheat,26,276,5.4,7
Peanut,32,175,5.2,6
Rice,36,152,6.4,3
Cotton,33,83,7.4,5
Peanut,27,63,6.1,8
Peanut,30,125,7.0,6
Barley,21,279,6.4,3
Sorghum,24,275,7.1,7
Cotton,13,181,6.0,7
Sugarcane,10,75,5.9,1
Sugarcane,26,141,5.3,4
Wheat,18,88,6.8,1
Soybean,28,113,6.0,2
Sugarcane,16,163,6.7,4
Peanut,32,240,7.3,5
Rice,12,227,5.5,6
Wheat,36,145,5.6,4
Wheat,23,137,5.8,9
Barley,20,96,5.4,9
Soybean,28,219,5.8,1
Sugarcane,19,75,7.1,4
Maize,33,109,6.1,4
Sorghum,38,265,7.4,7
Soybean,26,100,6.3,1
Maize,10,287,5.9,9
Cotton,30,134,6.0,7
Peanut,24,161,7.3,4
Wheat,30,206,5.7,1
Maize,19,275,5.7,7
Wheat,15,202,6.6,3
Peanut,11,227,6.5,9
Sugarcane,13,128,7.1,7
Sorghum,13,186,6.4,3
Soybean,24,220,7.3,1
Barley,31,272,6.2,3
Maize,16,58,5.9,3
Barley,20,281,7.1,3
Maize,24,267,7.1,5
Sorghum,34,92,5.5,3
Soybean,12,252,6.0,8
Sugarcane,28,268,5.2,5
Sorghum,12,209,6.1,9
Sorghum,28,98,5.6,7
Cotton,23,286,6.0,2
Millet,11,77,6.1,4
Sugarcane,32,68,6.6,3
Cotton,35,289,7.1,8
Rice,18,288,7.1,1
Millet,37,106,6.0,9
Millet,21,79,6.7,3
Cotton,26,281,7.0,3
Sugarcane,16,198,6.2,7
Sorghum,11,139,6.5,7
Maize,17,151,7.0,1
Sorghum,33,257,6.0,7
Peanut,35,124,6.7,2
Soybean,38,287,7.2,2
Cotton,34,217,5.1,4
Peanut,34,102,7.0,7
Barley,29,177,5.5,5
Peanut,26,143,6.4,3
Wheat,13,293,5.7,3
Barley,35,219,5.9,4
Wheat,25,222,6.3,9
Maize,29,202,7.3,1
Cotton,28,134,6.9,9
Sugarcane,39,145,6.8,3
Peanut,28,212,6.7,8
Peanut,38,268,6.3,5
Maize,14,297,7.3,5
Sugarcane,31,269,7.4,7
Sugarcane,19,265,6.0,5
Peanut,16,117,6.6,3
Sugarcane,25,99,7.3,3
Peanut,23,242,7.3,5
Barley,24,75,7.3,6
Rice,27,89,5.3,5
Wheat,20,81,7.3,4
Wheat,39,73,5.1,1
Barley,38,54,5.7,6
Rice,28,265,7.0,7
Sorghum,32,153,7.0,4
Wheat,37,161,5.1,9
Maize,13,87,6.5,5
Barley,32,70,5.9,9
Rice,31,105,6.0,7
Sorghum,21,244,6.1,2
Soybean,19,198,6.6,9
Maize,14,172,6.7,5
Soybean,22,104,5.2,9
Soybean,23,222,5.7,7
Wheat,14,228,6.1,6
Barley,38,292,7.5,4
Barley,39,74,6.6,8
Barley,32,141,6.5,4
Barley,39,113,6.9,9
Soybean,10,171,5.1,3
Peanut,34,211,7.2,3
Rice,32,190,7.4,7
Wheat,37,188,5.8,5
Rice,26,103,7.5,2
Sorghum,27,143,7.5,9
Cotton,21,217,6.3,9
Rice,25,111,5.2,9
Sorghum,17,186,6.1,7
Millet,28,284,5.5,2
Peanut,19,233,6.8,1
Rice,21,259,6.2,6
Sorghum,33,169,7.0,7
Soybean,28,250,6.0,4
Soybean,30,230,7.2,9
Barley,18,165,7.1,6
Peanut,32,289,5.8,9
Maize,23,182,6.8,8
Peanut,35,196,6.9,4
Maize,11,220,5.4,8
Barley,19,138,7.0,8
Barley,33,107,7.2,4
Barley,38,192,5.8,7
Rice,16,81,7.4,7
Peanut,15,264,7.0,9
Barley,17,81,7.0,3
Peanut,22,92,6.7,3
Wheat,11,58,7.0,6
Millet,24,89,6.9,7
Sugarcane,36,170,5.5,2
Soybean,35,171,6.3,6
Soybean,37,120,5.2,3
Rice,21,215,5.9,2
Maize,22,245,5.0,6
Sorghum,36,123,5.2,7
Peanut,23,76,6.2,6
Maize,18,208,5.2,4
Barley,33,192,5.2,6
Barley,24,145,6.5,3
Rice,34,254,7.3,6
Rice,12,80,7.3,2
Rice,32,185,5.8,1
Millet,25,221,6.1,3
Barley,24,102,5.8,6
Rice,35,231,5.3,3
Cotton,21,178,7.4,5
Sugarcane,29,293,7.4,5
Soybean,24,137,5.5,7
Barley,31,82,5.7,8
Millet,14,289,5.7,9
Wheat,30,113,6.1,6
Wheat,38,161,5.4,9
Cotton,24,190,6.8,2
Peanut,37,129,7.5,3
Peanut,12,145,7.5,5
Rice,11,270,7.4,9
Soybean,15,237,6.2,1
Rice,30,252,6.0,3
Millet,30,198,6.6,3
Barley,14,99,5.3,8
Barley,17,123,6.7,1
Maize,28,292,6.7,8
Peanut,36,114,5.2,7
Peanut,33,76,5.7,4
Peanut,15,190,5.8,9
Millet,32,215,6.3,6
Cotton,13,180,6.9,7
Sorghum,26,191,6.3,9
Peanut,31,186,6.9,3
Peanut,15,85,6.2,9
Soybean,34,51,6.7,6
Cotton,34,207,5.2,7
Wheat,33,166,7.1,1
Sugarcane,14,71,7.2,1
Barley,21,291,6.5,6
Maize,18,136,6.0,7
Maize,23,258,5.2,4
Millet,30,168,5.6,9
Sorghum,15,70,6.4,5
Millet,32,207,5.0,9
Sugarcane,22,240,7.1,2
Sorghum,16,258,5.2,8
Barley,37,53,6.1,6
Wheat,25,76,5.1,8
Maize,14,264,6.2,2
Wheat,16,107,7.3,7
Wheat,30,276,6.3,1
Rice,33,282,7.4,8
Rice,21,256,6.6,3
Sorghum,16,53,6.3,2
Sugarcane,15,285,5.0,5
Rice,25,61,5.7,4
Wheat,18,113,6.0,2
Maize,23,54,6.6,5
Maize,26,239,6.1,5
Sorghum,18,233,7.4,4
Sugarcane,14,258,7.1,9
Soybean,34,277,5.9,5
Maize,18,158,7.4,9
Millet,22,189,5.6,9
Wheat,36,169,6.9,7
Peanut,30,235,6.9,8
Soybean,34,288,6.6,9
Peanut,18,212,7.4,9
Sugarcane,31,149,5.7,1
Soybean,15,186,6.9,1
Soybean,23,57,5.7,4
Barley,17,244,6.8,6
Soybean,30,176,7.0,1
Millet,16,86,6.3,2
Sugarcane,30,201,5.7,9
Soybean,36,196,5.4,7
Peanut,27,281,6.1,8
Maize,29,265,6.2,6
Cotton,10,225,5.2,5
Cotton,17,212,5.2,8
Sugarcane,19,101,6.7,5
Peanut,29,280,5.7,2
Sugarcane,32,259,6.4,2
Sorghum,18,123,6.2,2
Rice,30,62,5.0,6
Cotton,14,81,6.8,6
Barley,12,176,5.0,1
Cotton,17,243,7.4,8
Sorghum,31,101,5.1,2
Maize,36,217,6.4,7
Barley,32,174,7.5,2
Peanut,10,290,5.3,4
Soybean,14,119,5.6,9
Wheat,17,60,5.0,1
Wheat,17,183,5.5,8
Maize,32,200,5.2,4
Millet,29,266,7.2,2
Barley,15,190,6.4,9
Soybean,10,77,7.3,6
Millet,15,171,6.1,3
Peanut,19,89,5.5,6
Maize,30,257,5.5,4
Rice,29,173,5.2,5
Sugarcane,37,218,6.3,3
Rice,26,261,6.0,1
Maize,16,202,6.3,1
Sorghum,18,86,6.2,6
Millet,32,201,5.1,6
Soybean,21,120,5.6,2
Cotton,27,272,6.6,6
Rice,39,245,6.0,2
Maize,34,258,7.3,7
Millet,26,74,6.0,5
Sorghum,26,104,5.1,9
Sugarcane,18,171,6.0,9
Wheat,23,115,7.4,5
Wheat,27,170,5.2,3
Millet,38,288,6.6,5
Wheat,24,138,5.8,3
Millet,37,221,6.6,2
Sugarcane,20,192,5.7,5
Maize,23,152,5.4,1
Maize,18,295,7.4,3
Cotton,31,177,5.4,5
Cotton,15,200,6.9,6
Cotton,28,293,6.8,6
Sugarcane,16,141,5.1,9
Peanut,34,236,6.1,5
Maize,17,162,5.3,9
Maize,35,229,7.4,1
Rice,17,181,5.8,8
Maize,22,296,5.7,1
Wheat,11,86,5.8,7
Barley,10,129,6.9,9
Wheat,38,200,5.0,9
Sorghum,29,62,6.3,1
Maize,11,283,5.0,2
Soybean,10,109,7.3,2
Barley,29,203,7.0,1
Sugarcane,17,229,5.2,8
Sorghum,35,294,6.6,4
Rice,15,189,6.9,1
Peanut,22,279,6.9,5
Millet,10,101,6.8,7
Rice,27,294,5.2,5
Maize,29,220,6.2,7
Sorghum,14,212,6.0,6
Maize,11,92,7.1,5
Barley,25,291,6.0,5
Sorghum,21,229,5.2,8
Sorghum,20,280,7.3,2
Cotton,25,275,5.4,8
Millet,35,199,5.4,1
Wheat,38,221,6.1,3
Maize,23,252,5.1,7
Peanut,33,68,5.0,4
